County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Onondaga,67,2013,13215,102,,,,,,,,"(42.97512, -76.22634)","(43.00653, -76.196117)"
Steuben,101,2005,14826,7,,,,,,,,"(42.498624, -77.510139)","(42.266725, -77.385525)"
Greene,39,2018,12482,5,,,0,0,0,0,0,"(42.274889, -73.952337)","(42.286951, -74.149495)"
Warren,113,2012,12857,1,,,0,0,0,0,0,"(43.827352, -73.937295)","(43.555105, -73.838139)"
Chenango,17,2020,13746,5,,,0,0,0,0,0,"(42.26958, -75.83958)","(42.489732, -75.604905)"
Chautauqua,13,2011,14723,14,,,0,0,0,0,0,"(42.311195, -79.141523)","(42.304216, -79.407595)"
Westchester,119,2016,10801,646,623,15,,,8,0.012,12,"(40.916607, -73.785532)","(41.15277, -73.745912)"
Greene,39,2009,12442,1,,,0,0,0,0,0,"(42.23142, -74.19942)","(42.286951, -74.149495)"
Oneida,65,2011,13476,25,,,0,0,0,0,0,"(43.076874, -75.533524)","(43.242727, -75.434282)"
Orange,71,2001,10925,33,,,,,,,,"(41.21895, -74.294664)","(41.40241, -74.306252)"
Chautauqua,13,2007,14782,28,,,0,0,0,0,0,"(42.275424, -79.244039)","(42.304216, -79.407595)"
Nassau,59,2017,11520,748,,,0,0,0,0,0,"(40.652023, -73.588242)","(40.750656, -73.582905)"
Delaware,25,2019,13783,8,8,0,0,0,0,0,0,"(41.94588, -75.23886)","(42.193987, -74.966728)"
Suffolk,103,2020,11701,321,,,0,0,0,0,0,"(40.686293, -73.412179)","(40.943554, -72.692218)"
Madison,53,2004,13491,1,,,0,0,0,0,0,"(42.881365, -75.189026)","(42.910026, -75.663575)"
St. Lawrence,89,2004,13679,2,,,0,0,0,0,0,"(44.304223, -75.80961)","(44.488113, -75.074311)"
Westchester,119,2005,10504,32,,,0,0,0,0,0,"(41.139871, -73.700165)","(41.15277, -73.745912)"
Rensselaer,83,2013,12168,5,,,0,0,0,0,0,"(42.56064, -73.4517)","(42.710421, -73.513845)"
Westchester,119,2008,10547,78,,,0,0,0,0,0,"(41.317149, -73.84668)","(41.15277, -73.745912)"
Ontario,69,2014,14513,2,,,0,0,0,0,0,"(43.052762, -77.096188)","(42.856695, -77.303277)"
Sullivan,105,2001,12747,10,,,,,,,,"(41.769272, -74.658509)","(41.720176, -74.76468)"
Genesee,37,2014,14428,2,,,0,0,0,0,0,"(43.052222, -77.815)","(43.00091, -78.192778)"
Sullivan,105,2018,12723,2,,,0,0,0,0,0,"(41.781826, -74.983676)","(41.720176, -74.76468)"
Oswego,75,2012,13132,19,19,0,0,0,0,0,0,"(43.252751, -76.232419)","(43.461443, -76.209258)"
Oneida,65,2004,13490,6,,,0,0,0,0,0,"(43.113737, -75.416336)","(43.242727, -75.434282)"
Montgomery,57,2012,13428,10,,,,,,,,"(42.909641, -74.57437)","(42.900891, -74.435358)"
Montgomery,57,2012,12070,8,8,0,0,0,0,0,0,"(42.962988, -74.251122)","(42.900891, -74.435358)"
Rockland,87,2008,10923,85,75,9,,,,,,"(41.203736, -74.000708)","(41.154785, -74.024772)"
Greene,39,2004,12454,2,,,0,0,0,0,0,"(42.289106, -74.147239)","(42.286951, -74.149495)"
Onondaga,67,2017,13214,69,68,0,,,,,,"(43.036965, -76.073608)","(43.00653, -76.196117)"
Erie,29,2014,14170,18,18,0,0,0,0,0,0,"(42.704094, -78.670831)","(42.752759, -78.778192)"
Steuben,101,2016,14806,4,,,0,0,0,0,0,"(42.155375, -77.804776)","(42.266725, -77.385525)"
Livingston,51,2017,14487,48,47,0,,,,,,"(42.811143, -77.668155)","(42.727485, -77.76978)"
Chautauqua,13,2008,14784,8,8,0,0,0,0,0,0,"(42.325907, -79.365843)","(42.304216, -79.407595)"
Oneida,65,2011,13309,57,46,8,,,,,,"(43.45308, -75.336)","(43.242727, -75.434282)"
Albany,1,2017,12053,5,,,0,0,0,0,0,"(42.72258, -74.17158)","(42.588271, -73.974014)"
Sullivan,105,2003,12791,3,,,0,0,0,0,0,"(41.80509, -74.885943)","(41.720176, -74.76468)"
Erie,29,2008,14225,277,261,11,,,,,,"(42.9273, -78.74748)","(42.752759, -78.778192)"
Orange,71,2002,12721,9,,,0,0,0,0,0,"(41.551493, -74.452492)","(41.40241, -74.306252)"
Hamilton,41,2020,12164,3,,,0,0,0,0,0,"(43.557902, -74.357613)","(43.657879, -74.502456)"
Onondaga,67,2011,13078,57,,,0,0,0,0,0,"(42.96744, -76.06074)","(43.00653, -76.196117)"
Ulster,111,2019,12456,6,6,0,0,0,0,0,0,"(42.0366, -73.99884)","(41.947232, -74.265447)"
Warren,113,2014,12804,204,,,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Schoharie,95,2016,12175,8,8,0,0,0,0,0,0,"(42.533016, -74.53883)","(42.591294, -74.438172)"
Seneca,99,2010,14860,8,7,0,,,,,,"(42.603278, -76.842228)","(42.7652, -76.8721)"
Suffolk,103,2009,11942,43,,,0,0,0,0,0,"(40.847122, -72.573666)","(40.943554, -72.692218)"
Washington,115,2006,12861,1,,,0,0,0,0,0,"(43.749622, -73.417889)","(43.312377, -73.439428)"
Hamilton,41,2008,12032,1,,,0,0,0,0,0,"(43.161683, -74.49371)","(43.657879, -74.502456)"
Allegany,3,2019,14880,18,18,0,0,0,0,0,0,"(42.166475, -77.984285)","(42.247894, -78.026176)"
Erie,29,2014,14040,2,,,0,0,0,0,0,"(42.89356, -78.377354)","(42.752759, -78.778192)"
St. Lawrence,89,2014,13614,8,8,0,0,0,0,0,0,"(44.541243, -75.688955)","(44.488113, -75.074311)"
Monroe,55,2013,14618,150,,,0,0,0,0,0,"(43.119768, -77.556663)","(43.174966, -77.639663)"
Greene,39,2008,12424,6,6,0,0,0,0,0,0,"(42.235, -74.145833)","(42.286951, -74.149495)"
Steuben,101,2009,14820,16,,,,,,,,"(42.233846, -77.337118)","(42.266725, -77.385525)"
Otsego,77,2001,13450,2,,,0,0,0,0,0,"(42.69442, -74.819739)","(42.629776, -75.028841)"
Hamilton,41,2006,12847,4,,,0,0,0,0,0,"(43.968517, -74.418773)","(43.657879, -74.502456)"
Schoharie,95,2010,12187,8,,,0,0,0,0,0,"(42.614747, -74.475755)","(42.591294, -74.438172)"
Ulster,111,2011,12477,74,67,6,,,,,,"(42.07752, -74.0136)","(41.947232, -74.265447)"
Orange,71,2002,10921,29,,,,,,,,"(41.329376, -74.347207)","(41.40241, -74.306252)"
Nassau,59,2013,11598,125,,,0,0,0,0,0,"(40.633418, -73.714284)","(40.750656, -73.582905)"
Jefferson,45,2010,13601,705,655,47,,,,,,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Rensselaer,83,2012,12196,14,14,0,0,0,0,0,0,"(42.627847, -73.632094)","(42.710421, -73.513845)"
Warren,113,2016,12878,3,,,0,0,0,0,0,"(43.426602, -73.962388)","(43.555105, -73.838139)"
Schuyler,97,2013,14886,8,8,0,0,0,0,0,0,"(42.521119, -76.643605)","(42.419776, -76.938604)"
Suffolk,103,2018,11730,110,,,0,0,0,0,0,"(40.728521, -73.186687)","(40.943554, -72.692218)"
Dutchess,27,2015,12531,21,21,0,0,0,0,0,0,"(41.5047, -73.66164)","(41.755009, -73.739951)"
Chemung,15,2014,14872,4,,,0,0,0,0,0,"(42.227341, -76.852554)","(42.155281, -76.747179)"
Monroe,55,2012,14416,1,,,0,0,0,0,0,"(43.07373, -77.985432)","(43.174966, -77.639663)"
Suffolk,103,2007,11721,56,,,,,,,,"(40.890176, -73.372822)","(40.943554, -72.692218)"
Nassau,59,2008,11580,389,364,23,,,,,,"(40.674214, -73.709056)","(40.750656, -73.582905)"
Ulster,111,2002,12548,15,,,0,0,0,0,0,"(41.655818, -74.112788)","(41.947232, -74.265447)"
Tioga,107,2007,13736,19,,,0,0,0,0,0,"(42.3138, -76.19064)","(42.1256, -76.3637)"
Orleans,73,2013,14477,22,,,0,0,0,0,0,"(43.340537, -78.14236)","(43.209007, -78.254897)"
Clinton,19,2007,12920,1,,,0,0,0,0,0,"(44.92315, -74.082893)","(44.75271, -73.705648)"
Monroe,55,2014,14610,128,,,,,,,,"(43.140249, -77.545983)","(43.174966, -77.639663)"
Franklin,33,2007,12957,14,,,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Suffolk,103,2019,11934,84,84,0,0,0,0,0,0,"(40.800258, -72.796529)","(40.943554, -72.692218)"
Erie,29,2014,14227,282,271,9,,,,,,"(42.876735, -78.744457)","(42.752759, -78.778192)"
Herkimer,43,2009,13339,4,,,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Saratoga,91,2015,12086,1,,,0,0,0,0,0,"(42.974141, -74.154373)","(43.106135, -73.855387)"
Saratoga,91,2017,12828,32,,,0,0,0,0,0,"(43.271395, -73.58739)","(43.106135, -73.855387)"
Oswego,75,2008,13103,5,,,0,0,0,0,0,"(43.324996, -76.098694)","(43.461443, -76.209258)"
Genesee,37,2004,14040,14,,,0,0,0,0,0,"(42.89356, -78.377354)","(43.00091, -78.192778)"
Westchester,119,2002,10506,1,,,0,0,0,0,0,"(41.1852, -73.64088)","(41.15277, -73.745912)"
Chemung,15,2001,14901,50,33,13,,,,,,"(42.098491, -76.808792)","(42.155281, -76.747179)"
Rensselaer,83,2016,12052,12,11,0,,,,,,"(42.753953, -73.4773)","(42.710421, -73.513845)"
Wayne,117,2009,14502,133,,,,,,,,"(43.087022, -77.333368)","(43.112841, -77.027175)"
Chenango,17,2004,13746,5,,,,,,,,"(42.26958, -75.83958)","(42.489732, -75.604905)"
Franklin,33,2012,12920,7,7,0,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Franklin,33,2004,12916,14,,,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Suffolk,103,2006,11717,932,892,37,,,,,,"(40.78092, -73.25454)","(40.943554, -72.692218)"
Westchester,119,2011,10804,201,189,7,,,,,,"(40.949073, -73.785808)","(41.15277, -73.745912)"
Cayuga,11,2010,13073,2,,,0,0,0,0,0,"(42.585725, -76.393025)","(43.008546, -76.574587)"
Westchester,119,2010,10510,266,,,0,0,0,0,0,"(41.145661, -73.833747)","(41.15277, -73.745912)"
Orange,71,2004,12518,71,64,6,,,,,,"(41.432794, -74.045095)","(41.40241, -74.306252)"
Columbia,21,2018,12136,3,,,0,0,0,0,0,"(42.469547, -73.55641)","(42.247729, -73.626805)"
Cayuga,11,2009,13118,42,,,,,,,,"(42.73044, -76.3806)","(43.008546, -76.574587)"
Rockland,87,2014,10983,56,,,0,0,0,0,0,"(41.0291, -73.952176)","(41.154785, -74.024772)"
Nassau,59,2015,11552,298,,,0,0,0,0,0,"(40.685278, -73.653056)","(40.750656, -73.582905)"
Broome,7,2017,13744,17,17,0,0,0,0,0,0,"(42.225902, -75.928088)","(42.161977, -75.830291)"
Steuben,101,2020,14870,114,,,0,0,0,0,0,"(42.155826, -77.115626)","(42.266725, -77.385525)"
Dutchess,27,2014,12507,1,,,0,0,0,0,0,"(41.995, -73.875833)","(41.755009, -73.739951)"
Lewis,49,2000,13325,3,,,0,0,0,0,0,"(43.577189, -75.564678)","(43.786397, -75.442617)"
Chemung,15,2017,14905,128,119,7,,,,,,"(42.090047, -76.839445)","(42.155281, -76.747179)"
Albany,1,2017,12041,1,,,0,0,0,0,0,"(42.560143, -73.980356)","(42.588271, -73.974014)"
Suffolk,103,2008,11794,2,,,0,0,0,0,0,"(40.914561, -73.125169)","(40.943554, -72.692218)"
Broome,7,2006,13903,183,139,36,,,8,0.044,44,"(42.0975, -75.89424)","(42.161977, -75.830291)"
Ontario,69,2003,14504,15,,,0,0,0,0,0,"(42.969996, -77.2299)","(42.856695, -77.303277)"
Erie,29,2009,14033,17,,,0,0,0,0,0,"(42.657503, -78.685041)","(42.752759, -78.778192)"
Wyoming,121,2001,14004,2,,,0,0,0,0,0,"(42.901992, -78.524759)","(42.701363, -78.228567)"
Cortland,23,2020,13077,42,,,0,0,0,0,0,"(42.676667, -76.18953)","(42.593824, -76.076265)"
Orange,71,2003,10941,80,74,6,0,0,0,0,0,"(41.463349, -74.421398)","(41.40241, -74.306252)"
Delaware,25,2018,12167,15,,,0,0,0,0,0,"(42.407598, -74.619982)","(42.193987, -74.966728)"
Rensselaer,83,2010,12090,46,34,9,,,,,,"(42.88026, -73.35906)","(42.710421, -73.513845)"
Chenango,17,2020,13778,54,,,,,,,,"(42.331969, -75.768267)","(42.489732, -75.604905)"
Nassau,59,2020,11559,129,,,0,0,0,0,0,"(40.611795, -73.732344)","(40.750656, -73.582905)"
Albany,1,2011,12053,3,,,0,0,0,0,0,"(42.72258, -74.17158)","(42.588271, -73.974014)"
Livingston,51,2008,14482,1,,,0,0,0,0,0,"(42.96432, -77.9808)","(42.727485, -77.76978)"
Schuyler,97,2017,14889,1,,,0,0,0,0,0,"(42.215462, -76.579551)","(42.419776, -76.938604)"
Ulster,111,2016,12412,2,,,0,0,0,0,0,"(42.004425, -74.261329)","(41.947232, -74.265447)"
Orange,71,2016,12729,28,,,0,0,0,0,0,"(41.485047, -74.627581)","(41.40241, -74.306252)"
Oswego,75,2002,13042,10,,,0,0,0,0,0,"(43.233646, -75.881359)","(43.461443, -76.209258)"
Albany,1,2019,12143,56,55,0,,,,,,"(42.47172, -73.820415)","(42.588271, -73.974014)"
Suffolk,103,2015,11952,39,,,0,0,0,0,0,"(40.993754, -72.539624)","(40.943554, -72.692218)"
Albany,1,2016,12083,14,,,,,,,,"(42.416705, -74.011373)","(42.588271, -73.974014)"
Erie,29,2018,14004,74,,,0,0,0,0,0,"(42.901992, -78.524759)","(42.752759, -78.778192)"
Suffolk,103,2013,11795,184,184,0,0,0,0,0,0,"(40.709304, -73.299311)","(40.943554, -72.692218)"
Livingston,51,2007,14485,21,21,0,0,0,0,0,0,"(42.89156, -77.614458)","(42.727485, -77.76978)"
Cattaraugus,9,2002,14065,10,,,0,0,0,0,0,"(42.47664, -78.31644)","(42.244853, -78.681006)"
Cayuga,11,2006,13143,8,,,0,0,0,0,0,"(43.235287, -76.731148)","(43.008546, -76.574587)"
St. Lawrence,89,2017,13608,2,,,0,0,0,0,0,"(44.198498, -75.607636)","(44.488113, -75.074311)"
Nassau,59,2011,11542,257,244,8,,,,,,"(40.865104, -73.62706)","(40.750656, -73.582905)"
Cortland,23,2007,13077,56,47,8,,,,,,"(42.676667, -76.18953)","(42.593824, -76.076265)"
Nassau,59,2008,11797,64,64,0,0,0,0,0,0,"(40.81381, -73.468323)","(40.750656, -73.582905)"
Chemung,15,2011,14901,67,59,6,,,,,,"(42.098491, -76.808792)","(42.155281, -76.747179)"
Jefferson,45,2008,13685,17,,,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Herkimer,43,2017,13407,63,,,,,,,,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Nassau,59,2013,11563,174,,,,,,,,"(40.659727, -73.675918)","(40.750656, -73.582905)"
Jefferson,45,2004,13618,6,6,0,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Suffolk,103,2003,11768,74,,,0,0,0,0,0,"(40.91382, -73.3335)","(40.943554, -72.692218)"
Nassau,59,2012,11783,210,210,0,0,0,0,0,0,"(40.679021, -73.487144)","(40.750656, -73.582905)"
Monroe,55,2015,14617,261,,,0,0,0,0,0,"(43.20642, -77.63532)","(43.174966, -77.639663)"
Allegany,3,2004,14880,8,,,0,0,0,0,0,"(42.166475, -77.984285)","(42.247894, -78.026176)"
Onondaga,67,2004,13063,15,,,,,,,,"(42.855288, -75.987549)","(43.00653, -76.196117)"
Suffolk,103,2015,11951,162,162,0,0,0,0,0,0,"(40.764527, -72.843517)","(40.943554, -72.692218)"
Nassau,59,2009,11709,26,,,,,,,,"(40.907634, -73.560621)","(40.750656, -73.582905)"
Steuben,101,2003,14815,1,,,0,0,0,0,0,"(42.390147, -77.083086)","(42.266725, -77.385525)"
Warren,113,2002,12814,3,,,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
Ulster,111,2012,12494,1,,,0,0,0,0,0,"(41.945647, -74.291909)","(41.947232, -74.265447)"
Suffolk,103,2008,11733,114,,,0,0,0,0,0,"(40.93285, -73.108934)","(40.943554, -72.692218)"
Otsego,77,2005,13859,1,,,0,0,0,0,0,"(42.363079, -75.249368)","(42.629776, -75.028841)"
Steuben,101,2005,14885,7,,,0,0,0,0,0,"(42.066319, -77.564807)","(42.266725, -77.385525)"
Warren,113,2001,12839,2,,,0,0,0,0,0,"(43.32084, -73.5768)","(43.555105, -73.838139)"
Chemung,15,2020,14892,5,,,0,0,0,0,0,"(42.015892, -76.533539)","(42.155281, -76.747179)"
Tompkins,109,2019,14889,1,,,0,0,0,0,0,"(42.215462, -76.579551)","(42.453281, -76.473712)"
Oneida,65,2008,13425,21,,,0,0,0,0,0,"(42.939058, -75.459424)","(43.242727, -75.434282)"
Franklin,33,2005,12986,37,29,8,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Albany,1,2008,12047,232,177,51,,,,,,"(42.774939, -73.715732)","(42.588271, -73.974014)"
St. Lawrence,89,2019,13635,10,,,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Albany,1,2002,12084,15,,,0,0,0,0,0,"(42.699325, -73.89971)","(42.588271, -73.974014)"
Suffolk,103,2012,11722,627,,,0,0,0,0,0,"(40.77912, -73.19142)","(40.943554, -72.692218)"
Monroe,55,2012,14612,232,,,0,0,0,0,0,"(43.256923, -77.669136)","(43.174966, -77.639663)"
Oswego,75,2020,13103,4,,,0,0,0,0,0,"(43.324996, -76.098694)","(43.461443, -76.209258)"
Westchester,119,2013,10536,94,93,0,,,,,,"(41.27238, -73.68924)","(41.15277, -73.745912)"
Columbia,21,2014,12523,23,22,0,,,,,,"(42.0726, -73.792544)","(42.247729, -73.626805)"
Oswego,75,2000,13132,24,,,,,,,,"(43.252751, -76.232419)","(43.461443, -76.209258)"
Essex,31,2011,12946,36,36,0,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Columbia,21,2018,12173,15,14,0,,,,,,"(42.34482, -73.75644)","(42.247729, -73.626805)"
Lewis,49,2010,13343,13,13,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Rensselaer,83,2002,12052,5,,,0,0,0,0,0,"(42.753953, -73.4773)","(42.710421, -73.513845)"
Suffolk,103,2013,11740,68,68,0,0,0,0,0,0,"(40.859896, -73.362616)","(40.943554, -72.692218)"
Westchester,119,2020,10546,6,6,0,0,0,0,0,0,"(41.198444, -73.801573)","(41.15277, -73.745912)"
Nassau,59,2011,11732,37,37,0,0,0,0,0,0,"(40.846511, -73.536189)","(40.750656, -73.582905)"
Suffolk,103,2006,11944,37,26,7,,,,,,"(41.102895, -72.370978)","(40.943554, -72.692218)"
St. Lawrence,89,2002,13667,15,,,,,,,,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Steuben,101,2019,14820,11,11,0,0,0,0,0,0,"(42.233846, -77.337118)","(42.266725, -77.385525)"
Monroe,55,2018,14612,267,260,6,,,,,,"(43.256923, -77.669136)","(43.174966, -77.639663)"
Greene,39,2015,12485,8,8,0,0,0,0,0,0,"(42.194261, -74.134684)","(42.286951, -74.149495)"
Westchester,119,2008,10560,44,,,0,0,0,0,0,"(41.330181, -73.607527)","(41.15277, -73.745912)"
Niagara,63,2005,14092,77,,,0,0,0,0,0,"(43.171111, -79.018833)","(43.203001, -78.71083)"
Otsego,77,2007,13809,4,,,0,0,0,0,0,"(42.406126, -75.409032)","(42.629776, -75.028841)"
Rensselaer,83,2015,12138,14,,,0,0,0,0,0,"(42.7371, -73.36266)","(42.710421, -73.513845)"
Chautauqua,13,2000,14062,14,,,0,0,0,0,0,"(42.452584, -79.157422)","(42.304216, -79.407595)"
Niagara,63,2020,14120,418,,,,,,,,"(43.07124, -78.81414)","(43.203001, -78.71083)"
Wyoming,121,2004,14009,38,38,0,0,0,0,0,0,"(42.569872, -78.406548)","(42.701363, -78.228567)"
Allegany,3,2002,14806,5,,,0,0,0,0,0,"(42.155375, -77.804776)","(42.247894, -78.026176)"
Chenango,17,2015,13841,3,,,0,0,0,0,0,"(42.39744, -75.83658)","(42.489732, -75.604905)"
Rensselaer,83,2014,12185,8,,,0,0,0,0,0,"(42.88714, -73.544884)","(42.710421, -73.513845)"
Oneida,65,2004,13338,7,,,0,0,0,0,0,"(43.44296, -75.207302)","(43.242727, -75.434282)"
Essex,31,2015,12964,1,,,0,0,0,0,0,"(44.147061, -73.607718)","(44.108971, -73.777573)"
Orange,71,2006,12780,14,14,0,0,0,0,0,0,"(41.432778, -74.720524)","(41.40241, -74.306252)"
Herkimer,43,2020,13324,13,13,0,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Steuben,101,2009,14870,119,,,,,,,,"(42.155826, -77.115626)","(42.266725, -77.385525)"
Albany,1,2005,12469,6,,,0,0,0,0,0,"(42.4566, -74.22066)","(42.588271, -73.974014)"
Westchester,119,2013,10543,259,251,7,,,,,,"(40.955281, -73.737657)","(41.15277, -73.745912)"
Albany,1,2003,12007,1,,,0,0,0,0,0,"(42.464479, -73.921582)","(42.588271, -73.974014)"
Sullivan,105,2017,12791,1,,,0,0,0,0,0,"(41.80509, -74.885943)","(41.720176, -74.76468)"
Westchester,119,2009,10501,8,8,0,0,0,0,0,0,"(41.294884, -73.762148)","(41.15277, -73.745912)"
Cattaraugus,9,2003,14727,10,,,0,0,0,0,0,"(42.211225, -78.268103)","(42.244853, -78.681006)"
Rensselaer,83,2010,12033,94,,,,,,,,"(42.535438, -73.70907)","(42.710421, -73.513845)"
Dutchess,27,2013,12533,236,,,0,0,0,0,0,"(41.57359, -73.796075)","(41.755009, -73.739951)"
Onondaga,67,2011,13204,375,290,69,,,16,0.043,43,"(43.052042, -76.177065)","(43.00653, -76.196117)"
Putnam,79,2013,10541,248,,,,,,,,"(41.378032, -73.749712)","(41.4351, -73.7949)"
Erie,29,2011,14201,214,173,32,,,9,0.042,42,"(42.89797, -78.884047)","(42.752759, -78.778192)"
Herkimer,43,2017,13413,1,,,0,0,0,0,0,"(43.066052, -75.290055)","(43.1631, -74.8741)"
Rensselaer,83,2008,12028,7,7,0,0,0,0,0,0,"(42.962677, -73.447303)","(42.710421, -73.513845)"
Wayne,117,2005,14489,57,46,6,,,,,,"(43.087298, -76.996974)","(43.112841, -77.027175)"
Oneida,65,2020,13318,14,14,0,0,0,0,0,0,"(42.940901, -75.285826)","(43.242727, -75.434282)"
Genesee,37,2012,14422,20,20,0,0,0,0,0,0,"(43.07615, -78.071607)","(43.00091, -78.192778)"
Westchester,119,2007,10527,13,13,0,0,0,0,0,0,"(41.317032, -73.76449)","(41.15277, -73.745912)"
Orange,71,2006,12586,127,111,12,,,,,,"(41.562389, -74.173819)","(41.40241, -74.306252)"
Tioga,107,2010,13835,11,11,0,0,0,0,0,0,"(42.409488, -76.227768)","(42.1256, -76.3637)"
Nassau,59,2009,11590,676,645,24,,,7,0.01,10,"(40.757311, -73.577498)","(40.750656, -73.582905)"
Saratoga,91,2013,12019,115,115,0,0,0,0,0,0,"(42.92172, -73.8906)","(43.106135, -73.855387)"
Monroe,55,2017,14476,2,,,0,0,0,0,0,"(43.333198, -78.04693)","(43.174966, -77.639663)"
Washington,115,2006,12028,3,,,0,0,0,0,0,"(42.962677, -73.447303)","(43.312377, -73.439428)"
Herkimer,43,2010,13454,3,,,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Erie,29,2009,14207,376,255,92,20,9,29,0.077,77,"(42.945566, -78.896412)","(42.752759, -78.778192)"
Suffolk,103,2003,11740,41,,,0,0,0,0,0,"(40.859896, -73.362616)","(40.943554, -72.692218)"
Sullivan,105,2020,12737,15,,,0,0,0,0,0,"(41.476622, -74.789321)","(41.720176, -74.76468)"
Madison,53,2004,13402,25,18,7,0,0,0,0,0,"(42.915824, -75.493148)","(42.910026, -75.663575)"
Genesee,37,2001,14013,9,9,0,0,0,0,0,0,"(43.071553, -78.387693)","(43.00091, -78.192778)"
Broome,7,2005,13865,38,,,0,0,0,0,0,"(42.06402, -75.64038)","(42.161977, -75.830291)"
Washington,115,2002,12839,104,70,31,,,,,,"(43.32084, -73.5768)","(43.312377, -73.439428)"
Allegany,3,2009,14754,10,,,0,0,0,0,0,"(42.024649, -78.18395)","(42.247894, -78.026176)"
Allegany,3,2016,14714,6,,,,,,,,"(42.285552, -78.256921)","(42.247894, -78.026176)"
Franklin,33,2005,12920,30,24,6,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Greene,39,2020,12176,1,,,0,0,0,0,0,"(42.359083, -73.950092)","(42.286951, -74.149495)"
Wayne,117,2007,14568,62,,,0,0,0,0,0,"(43.142109, -77.287732)","(43.112841, -77.027175)"
Monroe,55,2006,14464,2,,,0,0,0,0,0,"(43.316716, -77.921667)","(43.174966, -77.639663)"
Suffolk,103,2011,11767,119,,,0,0,0,0,0,"(40.843134, -73.147736)","(40.943554, -72.692218)"
Nassau,59,2012,11709,56,,,0,0,0,0,0,"(40.907634, -73.560621)","(40.750656, -73.582905)"
Onondaga,67,2001,13152,67,59,7,,,,,,"(42.88434, -76.35126)","(43.00653, -76.196117)"
Jefferson,45,2006,13616,13,13,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Jefferson,45,2002,13605,51,37,14,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Clinton,19,2006,12944,26,,,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Washington,115,2000,12057,2,,,0,0,0,0,0,"(42.95664, -73.36152)","(43.312377, -73.439428)"
Suffolk,103,2019,11725,244,,,0,0,0,0,0,"(40.837825, -73.281154)","(40.943554, -72.692218)"
Westchester,119,2013,10588,18,18,0,0,0,0,0,0,"(41.330384, -73.83412)","(41.15277, -73.745912)"
Dutchess,27,2005,12603,386,327,55,,,,,,"(41.69706, -73.8624)","(41.755009, -73.739951)"
Schoharie,95,2019,12036,3,,,0,0,0,0,0,"(42.541441, -74.657149)","(42.591294, -74.438172)"
Rensselaer,83,2000,12144,80,61,18,,,,,,"(42.6246, -73.71012)","(42.710421, -73.513845)"
St. Lawrence,89,2013,13690,3,,,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Chautauqua,13,2008,14733,34,,,0,0,0,0,0,"(42.128136, -79.190161)","(42.304216, -79.407595)"
Rensselaer,83,2000,12182,58,36,20,,,,,,"(42.775992, -73.660085)","(42.710421, -73.513845)"
Jefferson,45,2008,13608,21,,,,,,,,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Essex,31,2000,12998,3,,,0,0,0,0,0,"(44.086571, -73.536128)","(44.108971, -73.777573)"
Chenango,17,2013,13815,160,146,14,0,0,0,0,0,"(42.530787, -75.524876)","(42.489732, -75.604905)"
Ulster,111,2004,12435,2,,,0,0,0,0,0,"(41.74878, -74.52318)","(41.947232, -74.265447)"
Nassau,59,2016,11572,321,315,6,0,0,0,0,0,"(40.658611, -73.641667)","(40.750656, -73.582905)"
St. Lawrence,89,2010,13697,18,,,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Steuben,101,2014,14874,3,,,0,0,0,0,0,"(42.531331, -77.171206)","(42.266725, -77.385525)"
Lewis,49,2013,13489,6,6,0,0,0,0,0,0,"(43.473901, -75.53277)","(43.786397, -75.442617)"
