County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Erie,29,2020,14052,147,,,0,0,0,0,0,"(42.771162, -78.563272)","(42.752759, -78.778192)"
St. Lawrence,89,2015,13608,7,7,0,0,0,0,0,0,"(44.198498, -75.607636)","(44.488113, -75.074311)"
Warren,113,2006,12814,4,,,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
Monroe,55,2020,14534,330,,,0,0,0,0,0,"(43.069507, -77.514294)","(43.174966, -77.639663)"
Essex,31,2020,12928,15,,,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Otsego,77,2016,13843,14,,,0,0,0,0,0,"(42.537177, -75.347849)","(42.629776, -75.028841)"
Suffolk,103,2020,11742,134,134,0,0,0,0,0,0,"(40.810612, -73.043845)","(40.943554, -72.692218)"
Onondaga,67,2003,13210,194,125,64,,,,,,"(43.034249, -76.126286)","(43.00653, -76.196117)"
Livingston,51,2015,14437,84,77,6,,,,,,"(42.572707, -77.731377)","(42.727485, -77.76978)"
Rockland,87,2004,10923,93,73,19,,,,,,"(41.203736, -74.000708)","(41.154785, -74.024772)"
Putnam,79,2015,10537,21,21,0,0,0,0,0,0,"(41.337997, -73.885707)","(41.4351, -73.7949)"
Albany,1,2001,12158,48,,,,,,,,"(42.551716, -73.817741)","(42.588271, -73.974014)"
Washington,115,2000,12837,4,,,0,0,0,0,0,"(43.519469, -73.252209)","(43.312377, -73.439428)"
Suffolk,103,2019,11713,138,,,0,0,0,0,0,"(40.769052, -72.9426)","(40.943554, -72.692218)"
Columbia,21,2014,12130,4,,,0,0,0,0,0,"(42.442797, -73.657282)","(42.247729, -73.626805)"
Fulton,35,2012,12095,94,82,12,0,0,0,0,0,"(43.02114, -74.3955)","(43.115609, -74.423678)"
Greene,39,2017,12444,3,,,0,0,0,0,0,"(42.270415, -74.31588)","(42.286951, -74.149495)"
Washington,115,2019,12828,52,,,0,0,0,0,0,"(43.271395, -73.58739)","(43.312377, -73.439428)"
Cayuga,11,2004,13118,16,,,0,0,0,0,0,"(42.73044, -76.3806)","(43.008546, -76.574587)"
Allegany,3,2020,14895,116,,,,,,,,"(42.11197, -77.945146)","(42.247894, -78.026176)"
Madison,53,2013,13082,21,,,0,0,0,0,0,"(43.083758, -75.970572)","(42.910026, -75.663575)"
Clinton,19,2000,12985,11,,,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Rensselaer,83,2019,12184,1,,,0,0,0,0,0,"(42.4407, -73.67964)","(42.710421, -73.513845)"
Albany,1,2000,12054,142,127,15,0,0,0,0,0,"(42.60522, -73.87008)","(42.588271, -73.974014)"
Suffolk,103,2007,11719,19,,,,,,,,"(40.779227, -72.915009)","(40.943554, -72.692218)"
Madison,53,2005,13346,38,,,0,0,0,0,0,"(42.82722, -75.52956)","(42.910026, -75.663575)"
Dutchess,27,2002,12569,24,,,0,0,0,0,0,"(41.746335, -73.817266)","(41.755009, -73.739951)"
Saratoga,91,2017,12871,44,,,0,0,0,0,0,"(43.08846, -73.62276)","(43.106135, -73.855387)"
Wayne,117,2007,14564,1,,,0,0,0,0,0,"(42.979988, -77.424394)","(43.112841, -77.027175)"
Madison,53,2004,13104,3,,,0,0,0,0,0,"(42.994893, -75.970433)","(42.910026, -75.663575)"
Delaware,25,2018,13849,10,,,0,0,0,0,0,"(42.323762, -75.319978)","(42.193987, -74.966728)"
Onondaga,67,2005,13210,236,169,61,,,6,0.025,25,"(43.034249, -76.126286)","(43.00653, -76.196117)"
St. Lawrence,89,2003,13676,63,,,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Livingston,51,2017,14437,69,58,11,0,0,0,0,0,"(42.572707, -77.731377)","(42.727485, -77.76978)"
Cayuga,11,2005,13166,24,18,6,0,0,0,0,0,"(43.055291, -76.559355)","(43.008546, -76.574587)"
Madison,53,2011,13035,38,38,0,0,0,0,0,0,"(42.96876, -75.82002)","(42.910026, -75.663575)"
Montgomery,57,2009,12166,10,,,0,0,0,0,0,"(42.8496, -74.47638)","(42.900891, -74.435358)"
Broome,7,2014,13865,60,,,,,,,,"(42.06402, -75.64038)","(42.161977, -75.830291)"
Allegany,3,2011,14804,8,8,0,0,0,0,0,0,"(42.327793, -77.824559)","(42.247894, -78.026176)"
Greene,39,2020,12463,14,,,0,0,0,0,0,"(42.174316, -74.021686)","(42.286951, -74.149495)"
Greene,39,2007,12492,1,,,0,0,0,0,0,"(42.191667, -74.308056)","(42.286951, -74.149495)"
Sullivan,105,2011,12765,3,,,0,0,0,0,0,"(41.853274, -74.62189)","(41.720176, -74.76468)"
Jefferson,45,2013,13656,33,,,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Allegany,3,2010,14803,11,,,0,0,0,0,0,"(42.256785, -77.788411)","(42.247894, -78.026176)"
Wayne,117,2016,14489,74,62,9,,,,,,"(43.087298, -76.996974)","(43.112841, -77.027175)"
Cattaraugus,9,2018,14738,2,,,0,0,0,0,0,"(42.053607, -79.134602)","(42.244853, -78.681006)"
Washington,115,2020,12832,53,,,,,,,,"(43.38618, -73.28058)","(43.312377, -73.439428)"
Cattaraugus,9,2008,14741,11,,,0,0,0,0,0,"(42.21258, -78.5907)","(42.244853, -78.681006)"
Erie,29,2008,14213,410,247,129,24,10,34,0.083,83,"(42.917852, -78.889241)","(42.752759, -78.778192)"
Clinton,19,2009,12923,4,,,0,0,0,0,0,"(44.952809, -73.933845)","(44.75271, -73.705648)"
Chautauqua,13,2001,14710,51,42,8,,,,,,"(42.078716, -79.373737)","(42.304216, -79.407595)"
Chenango,17,2018,13485,1,,,0,0,0,0,0,"(42.78784, -75.318973)","(42.489732, -75.604905)"
Onondaga,67,2019,13063,21,21,0,0,0,0,0,0,"(42.855288, -75.987549)","(43.00653, -76.196117)"
Clinton,19,2009,12910,15,14,0,,,,,,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Montgomery,57,2015,12068,23,,,0,0,0,0,0,"(42.94236, -74.4303)","(42.900891, -74.435358)"
Schenectady,93,2015,12019,6,6,0,0,0,0,0,0,"(42.92172, -73.8906)","(42.817542, -74.043583)"
Greene,39,2010,12042,2,,,0,0,0,0,0,"(42.372564, -73.865815)","(42.286951, -74.149495)"
Onondaga,67,2019,13164,32,32,0,0,0,0,0,0,"(43.090879, -76.311279)","(43.00653, -76.196117)"
Nassau,59,2000,11783,4,,,0,0,0,0,0,"(40.679021, -73.487144)","(40.750656, -73.582905)"
Suffolk,103,2004,11789,63,,,0,0,0,0,0,"(40.955253, -72.973851)","(40.943554, -72.692218)"
Washington,115,2003,12887,28,16,11,,,,,,"(43.55448, -73.40196)","(43.312377, -73.439428)"
Chautauqua,13,2006,14757,21,,,0,0,0,0,0,"(42.250678, -79.500191)","(42.304216, -79.407595)"
Genesee,37,2004,14416,29,,,0,0,0,0,0,"(43.07373, -77.985432)","(43.00091, -78.192778)"
Sullivan,105,2004,12759,31,,,0,0,0,0,0,"(41.78436, -74.6598)","(41.720176, -74.76468)"
Nassau,59,2002,11516,3,,,,,,,,"(40.627307, -73.720608)","(40.750656, -73.582905)"
Washington,115,2013,12827,31,,,0,0,0,0,0,"(43.4316, -73.50918)","(43.312377, -73.439428)"
Albany,1,2019,12306,7,7,0,0,0,0,0,0,"(42.792392, -73.984961)","(42.588271, -73.974014)"
Chenango,17,2019,13155,5,,,0,0,0,0,0,"(42.665692, -75.760212)","(42.489732, -75.604905)"
Delaware,25,2010,12760,2,,,0,0,0,0,0,"(41.869262, -75.080306)","(42.193987, -74.966728)"
Clinton,19,2005,12911,1,,,0,0,0,0,0,"(44.533729, -73.50029)","(44.75271, -73.705648)"
Oneida,65,2000,13322,4,,,0,0,0,0,0,"(42.97391, -75.243398)","(43.242727, -75.434282)"
Oswego,75,2001,13083,17,11,6,0,0,0,0,0,"(43.647853, -76.060983)","(43.461443, -76.209258)"
Greene,39,2008,12143,1,,,0,0,0,0,0,"(42.47172, -73.820415)","(42.286951, -74.149495)"
Warren,113,2018,12878,6,6,0,0,0,0,0,0,"(43.426602, -73.962388)","(43.555105, -73.838139)"
Niagara,63,2010,14094,751,702,41,,,8,0.011,11,"(43.1649, -78.70248)","(43.203001, -78.71083)"
Washington,115,2006,12837,2,,,0,0,0,0,0,"(43.519469, -73.252209)","(43.312377, -73.439428)"
Herkimer,43,2000,13407,46,32,14,0,0,0,0,0,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Cattaraugus,9,2002,14747,2,,,0,0,0,0,0,"(42.155243, -79.101242)","(42.244853, -78.681006)"
Herkimer,43,2019,13331,7,7,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Ontario,69,2020,14456,194,186,6,,,,,,"(42.862982, -76.997939)","(42.856695, -77.303277)"
Washington,115,2001,12809,16,,,0,0,0,0,0,"(43.23678, -73.45698)","(43.312377, -73.439428)"
Albany,1,2004,12047,174,108,52,,,14,0.08,80,"(42.774939, -73.715732)","(42.588271, -73.974014)"
Cattaraugus,9,2017,14743,27,27,0,0,0,0,0,0,"(42.20112, -78.4098)","(42.244853, -78.681006)"
Franklin,33,2001,12986,19,,,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Chautauqua,13,2019,14136,39,,,0,0,0,0,0,"(42.53635, -79.168058)","(42.304216, -79.407595)"
Suffolk,103,2008,11786,54,54,0,0,0,0,0,0,"(40.949365, -72.891529)","(40.943554, -72.692218)"
Cattaraugus,9,2010,14141,1,,,0,0,0,0,0,"(42.521734, -78.704161)","(42.244853, -78.681006)"
Clinton,19,2010,12981,16,,,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
St. Lawrence,89,2008,13621,3,,,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
Suffolk,103,2013,11776,205,,,,,,,,"(40.90984, -73.046164)","(40.943554, -72.692218)"
Ulster,111,2000,12498,26,18,7,,,,,,"(42.032936, -74.116116)","(41.947232, -74.265447)"
Madison,53,2020,13061,8,8,0,0,0,0,0,0,"(42.866074, -75.751527)","(42.910026, -75.663575)"
Cortland,23,2017,13141,3,,,0,0,0,0,0,"(42.738644, -76.158017)","(42.593824, -76.076265)"
Suffolk,103,2005,11779,267,259,8,0,0,0,0,0,"(40.81812, -73.1208)","(40.943554, -72.692218)"
Otsego,77,2011,13320,21,,,0,0,0,0,0,"(42.796521, -74.756366)","(42.629776, -75.028841)"
Seneca,99,2014,14860,5,,,0,0,0,0,0,"(42.603278, -76.842228)","(42.7652, -76.8721)"
Ontario,69,2017,14512,17,,,0,0,0,0,0,"(42.657539, -77.413799)","(42.856695, -77.303277)"
Onondaga,67,2003,13088,153,130,21,,,,,,"(43.111538, -76.195307)","(43.00653, -76.196117)"
Cattaraugus,9,2014,14171,17,,,0,0,0,0,0,"(42.417525, -78.638025)","(42.244853, -78.681006)"
Steuben,101,2014,14885,12,,,0,0,0,0,0,"(42.066319, -77.564807)","(42.266725, -77.385525)"
Broome,7,2016,13746,12,12,0,0,0,0,0,0,"(42.26958, -75.83958)","(42.161977, -75.830291)"
Otsego,77,2013,12197,31,,,,,,,,"(42.517778, -74.750278)","(42.629776, -75.028841)"
Erie,29,2013,14211,356,215,104,19,18,37,0.104,104,"(42.909859, -78.82294)","(42.752759, -78.778192)"
Steuben,101,2010,14858,22,,,0,0,0,0,0,"(42.059605, -77.146474)","(42.266725, -77.385525)"
Montgomery,57,2012,12010,302,247,38,11,6,17,0.056,56,"(42.92364, -74.17086)","(42.900891, -74.435358)"
Columbia,21,2003,12029,2,,,0,0,0,0,0,"(42.391057, -73.400428)","(42.247729, -73.626805)"
Cattaraugus,9,2000,14081,1,,,0,0,0,0,0,"(42.556143, -79.122894)","(42.244853, -78.681006)"
Washington,115,2015,12865,31,25,6,0,0,0,0,0,"(43.152744, -73.342735)","(43.312377, -73.439428)"
Ulster,111,2004,12416,1,,,0,0,0,0,0,"(42.090912, -74.268664)","(41.947232, -74.265447)"
Columbia,21,2001,12173,17,11,6,0,0,0,0,0,"(42.34482, -73.75644)","(42.247729, -73.626805)"
Suffolk,103,2011,11952,26,26,0,0,0,0,0,0,"(40.993754, -72.539624)","(40.943554, -72.692218)"
Suffolk,103,2002,11784,195,182,12,,,,,,"(40.871531, -73.043571)","(40.943554, -72.692218)"
Erie,29,2014,14226,356,338,17,,,,,,"(42.969504, -78.798576)","(42.752759, -78.778192)"
Ontario,69,2017,14522,15,14,0,,,,,,"(43.068259, -77.224663)","(42.856695, -77.303277)"
Madison,53,2016,13346,41,41,0,0,0,0,0,0,"(42.82722, -75.52956)","(42.910026, -75.663575)"
Suffolk,103,2005,11749,51,,,0,0,0,0,0,"(40.809863, -73.179536)","(40.943554, -72.692218)"
Niagara,63,2017,14174,38,,,0,0,0,0,0,"(43.249215, -79.02603)","(43.203001, -78.71083)"
Greene,39,2009,12450,2,,,0,0,0,0,0,"(42.134503, -74.264765)","(42.286951, -74.149495)"
Saratoga,91,2003,12027,18,,,0,0,0,0,0,"(42.916475, -73.901761)","(43.106135, -73.855387)"
Erie,29,2010,14217,264,240,18,,,6,0.023,23,"(42.972758, -78.876061)","(42.752759, -78.778192)"
Ontario,69,2011,14485,1,,,0,0,0,0,0,"(42.89156, -77.614458)","(42.856695, -77.303277)"
Dutchess,27,2010,12533,234,227,6,,,,,,"(41.57359, -73.796075)","(41.755009, -73.739951)"
Jefferson,45,2020,13616,25,25,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Onondaga,67,2004,13090,292,264,26,,,,,,"(43.149327, -76.223372)","(43.00653, -76.196117)"
Erie,29,2013,14127,205,,,0,0,0,0,0,"(42.764164, -78.742821)","(42.752759, -78.778192)"
Delaware,25,2014,13731,11,11,0,0,0,0,0,0,"(42.13094, -74.7835)","(42.193987, -74.966728)"
Broome,7,2019,13797,19,19,0,0,0,0,0,0,"(42.334546, -76.047179)","(42.161977, -75.830291)"
Delaware,25,2006,13806,1,,,0,0,0,0,0,"(42.376987, -74.975118)","(42.193987, -74.966728)"
Suffolk,103,2007,11749,61,,,0,0,0,0,0,"(40.809863, -73.179536)","(40.943554, -72.692218)"
Cayuga,11,2017,13140,42,,,0,0,0,0,0,"(43.05276, -76.65528)","(43.008546, -76.574587)"
Monroe,55,2018,14610,118,,,0,0,0,0,0,"(43.140249, -77.545983)","(43.174966, -77.639663)"
Nassau,59,2015,11598,236,,,,,,,,"(40.633418, -73.714284)","(40.750656, -73.582905)"
Essex,31,2018,12858,2,,,0,0,0,0,0,"(43.89409, -73.638656)","(44.108971, -73.777573)"
Nassau,59,2015,11804,62,62,0,0,0,0,0,0,"(40.768333, -73.525556)","(40.750656, -73.582905)"
Montgomery,57,2004,12166,10,,,0,0,0,0,0,"(42.8496, -74.47638)","(42.900891, -74.435358)"
Erie,29,2003,14202,6,6,0,0,0,0,0,0,"(42.882757, -78.877245)","(42.752759, -78.778192)"
Jefferson,45,2001,13616,9,,,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Oneida,65,2005,13502,274,152,87,16,19,35,0.128,128,"(43.12746, -75.21426)","(43.242727, -75.434282)"
Cattaraugus,9,2007,14129,5,,,0,0,0,0,0,"(42.469663, -79.006594)","(42.244853, -78.681006)"
Columbia,21,2003,12517,2,,,0,0,0,0,0,"(42.139997, -73.500933)","(42.247729, -73.626805)"
Nassau,59,2011,11557,48,,,,,,,,"(40.638779, -73.693176)","(40.750656, -73.582905)"
Chenango,17,2015,13809,13,,,0,0,0,0,0,"(42.406126, -75.409032)","(42.489732, -75.604905)"
Schoharie,95,2009,12175,6,6,0,0,0,0,0,0,"(42.533016, -74.53883)","(42.591294, -74.438172)"
Saratoga,91,2005,12831,212,184,27,,,,,,"(43.19844, -73.67826)","(43.106135, -73.855387)"
St. Lawrence,89,2012,13694,15,,,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Jefferson,45,2018,13637,123,,,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Ontario,69,2019,14561,41,40,0,,,,,,"(42.823591, -77.098747)","(42.856695, -77.303277)"
Nassau,59,2017,11570,291,,,,,,,,"(40.665099, -73.637798)","(40.750656, -73.582905)"
Columbia,21,2012,12526,19,,,0,0,0,0,0,"(42.13404, -73.85034)","(42.247729, -73.626805)"
Essex,31,2012,12987,1,,,0,0,0,0,0,"(44.329626, -73.840421)","(44.108971, -73.777573)"
Erie,29,2018,14223,249,,,0,0,0,0,0,"(42.97422, -78.85626)","(42.752759, -78.778192)"
Wayne,117,2010,14522,70,,,,,,,,"(43.068259, -77.224663)","(43.112841, -77.027175)"
Genesee,37,2020,14143,12,12,0,0,0,0,0,0,"(42.981048, -78.080897)","(43.00091, -78.192778)"
Dutchess,27,2018,12603,439,425,12,,,,,,"(41.69706, -73.8624)","(41.755009, -73.739951)"
Chemung,15,2017,14845,229,,,,,,,,"(42.180601, -76.841295)","(42.155281, -76.747179)"
Onondaga,67,2013,13069,2,,,0,0,0,0,0,"(43.29618, -76.40352)","(43.00653, -76.196117)"
Lewis,49,2010,13620,30,,,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Erie,29,2003,14081,14,,,0,0,0,0,0,"(42.556143, -79.122894)","(42.752759, -78.778192)"
Schuyler,97,2015,14870,1,,,0,0,0,0,0,"(42.155826, -77.115626)","(42.419776, -76.938604)"
Westchester,119,2002,10590,5,,,0,0,0,0,0,"(41.251239, -73.543589)","(41.15277, -73.745912)"
Suffolk,103,2001,11957,2,,,0,0,0,0,0,"(41.15424, -72.24975)","(40.943554, -72.692218)"
Otsego,77,2004,13488,1,,,0,0,0,0,0,"(42.676969, -74.769177)","(42.629776, -75.028841)"
Saratoga,91,2003,12831,141,126,15,0,0,0,0,0,"(43.19844, -73.67826)","(43.106135, -73.855387)"
Ontario,69,2000,13165,1,,,0,0,0,0,0,"(42.907458, -76.877046)","(42.856695, -77.303277)"
Jefferson,45,2016,13612,43,,,,,,,,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Suffolk,103,2014,11964,17,,,0,0,0,0,0,"(41.067294, -72.337204)","(40.943554, -72.692218)"
Oswego,75,2001,13103,3,,,0,0,0,0,0,"(43.324996, -76.098694)","(43.461443, -76.209258)"
Schenectady,93,2010,12150,4,,,0,0,0,0,0,"(42.87668, -74.043438)","(42.817542, -74.043583)"
Chenango,17,2014,13460,38,,,,,,,,"(42.68097, -75.49917)","(42.489732, -75.604905)"
Broome,7,2001,13850,126,106,20,0,0,0,0,0,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Wayne,117,2000,14513,108,93,13,,,,,,"(43.052762, -77.096188)","(43.112841, -77.027175)"
Suffolk,103,2008,11967,290,,,0,0,0,0,0,"(40.795028, -72.869264)","(40.943554, -72.692218)"
Washington,115,2009,12865,15,,,0,0,0,0,0,"(43.152744, -73.342735)","(43.312377, -73.439428)"
Chautauqua,13,2018,14769,5,,,0,0,0,0,0,"(42.377963, -79.471958)","(42.304216, -79.407595)"
Westchester,119,2010,10708,289,277,9,,,,,,"(40.940639, -73.822578)","(41.15277, -73.745912)"
Cattaraugus,9,2006,14065,10,10,0,0,0,0,0,0,"(42.47664, -78.31644)","(42.244853, -78.681006)"
Orange,71,2001,10975,1,,,0,0,0,0,0,"(41.259946, -74.175595)","(41.40241, -74.306252)"
Rockland,87,2014,10920,81,,,0,0,0,0,0,"(41.147711, -73.941171)","(41.154785, -74.024772)"
Washington,115,2005,12887,45,27,15,,,,,,"(43.55448, -73.40196)","(43.312377, -73.439428)"
Rensselaer,83,2004,12140,20,10,10,0,0,0,0,0,"(42.695254, -73.578996)","(42.710421, -73.513845)"
Hamilton,41,2005,12164,6,,,0,0,0,0,0,"(43.557902, -74.357613)","(43.657879, -74.502456)"
Cattaraugus,9,2001,14737,42,,,,,,,,"(42.333354, -78.431625)","(42.244853, -78.681006)"
Livingston,51,2015,14560,7,7,0,0,0,0,0,0,"(42.711095, -77.553933)","(42.727485, -77.76978)"
Warren,113,2013,12801,136,126,10,0,0,0,0,0,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Dutchess,27,2003,12538,33,,,,,,,,"(41.78268, -73.89132)","(41.755009, -73.739951)"
Nassau,59,2012,11580,435,422,11,,,,,,"(40.674214, -73.709056)","(40.750656, -73.582905)"
Westchester,119,2014,10548,37,,,,,,,,"(41.247304, -73.934623)","(41.15277, -73.745912)"
Livingston,51,2013,14466,10,10,0,0,0,0,0,0,"(42.77155, -77.559436)","(42.727485, -77.76978)"
Steuben,101,2011,14814,1,,,0,0,0,0,0,"(42.145843, -76.947025)","(42.266725, -77.385525)"
Oswego,75,2013,13135,50,50,0,0,0,0,0,0,"(43.2615, -76.32522)","(43.461443, -76.209258)"
Chenango,17,2010,13052,2,,,0,0,0,0,0,"(42.7602, -75.89232)","(42.489732, -75.604905)"
Wayne,117,2002,14589,56,49,6,,,,,,"(43.246564, -77.18323)","(43.112841, -77.027175)"
Oneida,65,2018,13421,20,,,0,0,0,0,0,"(43.06422, -75.64818)","(43.242727, -75.434282)"
Chenango,17,2005,13778,33,,,0,0,0,0,0,"(42.331969, -75.768267)","(42.489732, -75.604905)"
Albany,1,2010,12193,12,12,0,0,0,0,0,0,"(42.540237, -74.045892)","(42.588271, -73.974014)"
Saratoga,91,2014,12863,11,11,0,0,0,0,0,0,"(43.06261, -73.924524)","(43.106135, -73.855387)"
Columbia,21,2002,12024,1,,,0,0,0,0,0,"(42.482968, -73.53439)","(42.247729, -73.626805)"
Chemung,15,2016,14892,9,9,0,0,0,0,0,0,"(42.015892, -76.533539)","(42.155281, -76.747179)"
Madison,53,2003,13052,3,,,0,0,0,0,0,"(42.7602, -75.89232)","(42.910026, -75.663575)"
Broome,7,2008,13787,29,,,0,0,0,0,0,"(42.1893, -75.68478)","(42.161977, -75.830291)"
Ulster,111,2008,12547,31,,,0,0,0,0,0,"(41.655535, -73.977058)","(41.947232, -74.265447)"
Dutchess,27,2003,12571,15,,,0,0,0,0,0,"(42.00888, -73.84014)","(41.755009, -73.739951)"
Oneida,65,2004,13480,31,19,9,,,,,,"(42.930337, -75.378181)","(43.242727, -75.434282)"
Allegany,3,2007,14770,7,7,0,0,0,0,0,0,"(42.037594, -78.334611)","(42.247894, -78.026176)"
Suffolk,103,2005,11746,630,604,24,,,,,,"(40.817398, -73.369148)","(40.943554, -72.692218)"
Niagara,63,2020,14105,40,,,,,,,,"(43.209014, -78.492391)","(43.203001, -78.71083)"
Herkimer,43,2000,13324,17,11,6,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Orleans,73,2007,14470,64,,,0,0,0,0,0,"(43.253056, -78.066111)","(43.209007, -78.254897)"
Suffolk,103,2009,11724,18,18,0,0,0,0,0,0,"(40.866028, -73.450581)","(40.943554, -72.692218)"
Oneida,65,2019,13490,9,,,0,0,0,0,0,"(43.113737, -75.416336)","(43.242727, -75.434282)"
Greene,39,2007,12468,9,,,0,0,0,0,0,"(42.25962, -74.3607)","(42.286951, -74.149495)"
Monroe,55,2017,14625,118,,,0,0,0,0,0,"(43.13424, -77.4996)","(43.174966, -77.639663)"
St. Lawrence,89,2006,13667,45,38,7,0,0,0,0,0,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Madison,53,2005,13072,6,6,0,0,0,0,0,0,"(42.763862, -75.753162)","(42.910026, -75.663575)"
Wayne,117,2016,14516,23,23,0,0,0,0,0,0,"(43.193625, -76.907679)","(43.112841, -77.027175)"
Ulster,111,2019,12548,16,15,0,,,,,,"(41.655818, -74.112788)","(41.947232, -74.265447)"
Saratoga,91,2018,12188,115,106,6,,,,,,"(42.81954, -73.70262)","(43.106135, -73.855387)"
Sullivan,105,2010,12748,6,,,0,0,0,0,0,"(41.74548, -74.74686)","(41.720176, -74.76468)"
Niagara,63,2007,14303,44,35,8,,,,,,"(43.087115, -79.037731)","(43.203001, -78.71083)"
Rockland,87,2017,10974,25,,,0,0,0,0,0,"(41.160697, -74.189154)","(41.154785, -74.024772)"
Niagara,63,2000,14008,3,,,0,0,0,0,0,"(43.306841, -78.637519)","(43.203001, -78.71083)"
Albany,1,2003,12147,1,,,0,0,0,0,0,"(42.50466, -74.14734)","(42.588271, -73.974014)"
Chemung,15,2002,14859,2,,,0,0,0,0,0,"(42.090387, -76.579355)","(42.155281, -76.747179)"
Clinton,19,2018,12959,14,,,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Rensselaer,83,2012,12182,115,93,18,,,,,,"(42.775992, -73.660085)","(42.710421, -73.513845)"
Chenango,17,2016,13332,13,,,0,0,0,0,0,"(42.742625, -75.566682)","(42.489732, -75.604905)"
Suffolk,103,2005,11752,81,,,0,0,0,0,0,"(40.751159, -73.184614)","(40.943554, -72.692218)"
Monroe,55,2007,14445,4,,,0,0,0,0,0,"(43.11255, -77.489182)","(43.174966, -77.639663)"
Orleans,73,2017,14411,122,112,7,,,,,,"(43.239907, -78.202239)","(43.209007, -78.254897)"
Sullivan,105,2001,12726,1,,,0,0,0,0,0,"(41.75964, -74.79288)","(41.720176, -74.76468)"
Rockland,87,2009,10993,92,82,9,,,,,,"(41.205428, -73.983291)","(41.154785, -74.024772)"
Genesee,37,2007,14036,37,,,0,0,0,0,0,"(42.972006, -78.383842)","(43.00091, -78.192778)"
Fulton,35,2018,12025,40,,,0,0,0,0,0,"(43.057254, -74.198122)","(43.115609, -74.423678)"
Greene,39,2017,12496,8,8,0,0,0,0,0,0,"(42.31008, -74.28888)","(42.286951, -74.149495)"
Ulster,111,2004,12419,6,,,0,0,0,0,0,"(41.850267, -74.115043)","(41.947232, -74.265447)"
Nassau,59,2020,11553,364,,,0,0,0,0,0,"(40.703352, -73.590714)","(40.750656, -73.582905)"
Livingston,51,2015,14482,3,,,0,0,0,0,0,"(42.96432, -77.9808)","(42.727485, -77.76978)"
Oswego,75,2017,13132,37,37,0,0,0,0,0,0,"(43.252751, -76.232419)","(43.461443, -76.209258)"
Jefferson,45,2013,13665,7,,,0,0,0,0,0,"(44.099422, -75.476914)","(44.0607, -75.9928)"
Lewis,49,2016,13626,31,,,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Oneida,65,2010,13476,25,,,0,0,0,0,0,"(43.076874, -75.533524)","(43.242727, -75.434282)"
Ulster,111,2006,12449,37,29,7,,,,,,"(41.997672, -74.003214)","(41.947232, -74.265447)"
Broome,7,2004,13833,22,,,0,0,0,0,0,"(42.20052, -75.77346)","(42.161977, -75.830291)"
Suffolk,103,2019,11795,229,,,0,0,0,0,0,"(40.709304, -73.299311)","(40.943554, -72.692218)"
Nassau,59,2000,11771,11,9,0,,,,,,"(40.866007, -73.526305)","(40.750656, -73.582905)"
Nassau,59,2004,11791,283,268,15,0,0,0,0,0,"(40.813797, -73.502844)","(40.750656, -73.582905)"
Nassau,59,2002,11580,35,,,,,,,,"(40.674214, -73.709056)","(40.750656, -73.582905)"
Tioga,107,2002,13864,5,,,0,0,0,0,0,"(42.276942, -76.378237)","(42.1256, -76.3637)"
Delaware,25,2001,13750,3,,,0,0,0,0,0,"(42.46908, -74.8074)","(42.193987, -74.966728)"
Oneida,65,2015,13492,104,,,,,,,,"(43.11864, -75.32934)","(43.242727, -75.434282)"
Jefferson,45,2007,13673,19,,,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Dutchess,27,2005,12567,10,,,,,,,,"(41.99316, -73.66674)","(41.755009, -73.739951)"
